foldId,candidateId,capture,rootAccuracy,majorMinorAccuracy,detailedAccuracy,fragmentationRate,regionsPerMinute,predictedRegionCount,shortRegionRate,flickerCount,meanAbsoluteBoundaryErrorMs,medianAbsoluteBoundaryErrorMs,boundaryF1At100ms,boundaryF1At250ms,boundaryF1At500ms,boundaryF1At1000ms,weightedChordSymbolRecall,noChordF1,meanSignedBoundaryErrorMs,boundariesWithin100ms,boundariesWithin250ms,boundariesWithin500ms,boundariesWithin1000ms,chordSwitchPrecision,chordSwitchRecall,chordSwitchF1,boundaryStateSwitchAgreement,trainSeconds,epochsRun,checkpointChecksum
lopo-p03,full-objective-unsmoothed,audio_mono-pickup_mix,0.7222261699522883,0.673577042404377,0.6623972706127678,0.7083327777777778,24.48489277739425,746.0,0.01876675603217158,4.0,462.514696969697,318.0130303030303,0.3740324242424242,0.5981734848484848,0.764035606060606,0.8612065151515151,0.6623972706127678,0.0,0.6551515151515145,0.37575136363636363,0.6030275757575757,0.7727266666666667,0.8681863636363637,0.5801755102040816,0.6030275757575757,0.5913808636628582,0.7987436043213045,1566.51,40,65132e3681b0b9f165ad6491f4e684b63f7a2faada3596d39188d64cae36e400
lopo-p03,full-v2,audio_mono-mic,0.810411101130922,0.7735905811934579,0.7688902507896324,0.6861116666666667,22.61406316839764,689.0,0.0,3.0,301.8507575757576,197.70727272727274,0.5047515151515151,0.7403434848484848,0.8646931818181818,0.9255803030303031,0.7688902507896324,0.0,49.901060606060604,0.49697499999999994,0.7272712121212122,0.8484871212121211,0.9075775757575758,0.7631178060413355,0.7272712121212122,0.7447634208620187,0.8875658216062127,5459.99,29,28ff0c7264e76049cacb3abc11953ff2ee666ba1eb78a6f93c14072bbd94d68a
lopo-p03,full-v2,audio_mono-pickup_mix,0.8091162531877951,0.7695686082449977,0.7647109080853755,0.6986094444444445,23.23767303806318,708.0,0.0014124293785310734,3.0,283.8474242424242,171.9310606060606,0.5118913636363637,0.7369648484848484,0.8653528787878787,0.9258803030303031,0.7647109080853755,0.0,25.647878787878792,0.5090940909090909,0.7318227272727272,0.8590901515151516,0.9181795454545455,0.7453731481481481,0.7318227272727272,0.7385357882321741,0.8868177434296417,5459.99,29,28ff0c7264e76049cacb3abc11953ff2ee666ba1eb78a6f93c14072bbd94d68a
lopo-p04,v1-objective,audio_mono-mic,0.5726724849102822,0.529708117540614,0.5025076350635043,0.5763916666666666,18.708296089966115,570.0,0.0,0.0,1418.594696969697,1037.6763636363637,0.2188309090909091,0.4423392424242424,0.6037030303030303,0.7246825757575758,0.5025076350635043,0.0,161.58439393939395,0.2090880303030303,0.4212174242424242,0.5666686363636364,0.6727295454545454,0.5451031372549019,0.4212174242424242,0.4752189875069936,0.8686331127864249,527.06,19,04fa3201c226449451576572883487253c2f3aaecffae83620ce000a8fd3ccc4
lopo-p04,v1-objective,audio_mono-pickup_mix,0.5836430196174536,0.5395807447324112,0.5043382362562402,0.5805575,18.905225522492078,576.0,0.001736111111111111,0.0,1684.2987878787878,1375.5675757575757,0.2219337878787879,0.43838090909090915,0.5991387878787879,0.7384628787878788,0.5043382362562402,0.0,155.85060606060605,0.2151512121212121,0.42121136363636363,0.5697028787878787,0.6924254545454545,0.5387618217054264,0.42121136363636363,0.47278945924923244,0.8715718740429421,527.06,19,04fa3201c226449451576572883487253c2f3aaecffae83620ce000a8fd3ccc4
lopo-p04,longer-context,audio_mono-mic,0.6518180715028887,0.594173565013517,0.5791016577082009,0.6652755555555555,22.61406316839764,689.0,0.00725689404934688,2.0,652.6672727272728,442.6687878787879,0.27654575757575756,0.49786772727272727,0.6983815151515151,0.8163178787878789,0.5791016577082009,0.0,-68.28363636363636,0.27424181818181814,0.4909087878787879,0.6863625757575758,0.7969728787878788,0.5151034976152623,0.4909087878787879,0.5027151999883366,0.7792552811600297,1278.58,33,3df94b5e56fd5962888433602ebb16d0a86acc0270dd94579f41d0a65a33c236
lopo-p04,longer-context,audio_mono-pickup_mix,0.6624798599722329,0.6099939289391083,0.5969495958023397,0.6736108333333333,23.467424042676797,715.0,0.012587412587412588,6.0,557.3778787878788,372.18363636363637,0.2929281818181818,0.5284034848484849,0.7135510606060605,0.8207651515151516,0.5969495958023397,0.0,-83.4290909090909,0.2954521212121212,0.5303057575757576,0.7136374242424243,0.816666212121212,0.5343506870229008,0.5303057575757576,0.5323205383866851,0.7781120423650343,1278.58,33,3df94b5e56fd5962888433602ebb16d0a86acc0270dd94579f41d0a65a33c236
lopo-p04,duration-objective,audio_mono-mic,0.6508315820107152,0.6111351395956164,0.5972315188838916,0.6666652777777778,22.51559845213466,686.0,0.0029154518950437317,4.0,603.3789393939394,466.2340909090909,0.30187545454545456,0.5366265151515152,0.6845759090909092,0.7868471212121213,0.5972315188838916,0.0,-36.46060606060606,0.3030239393939394,0.5318193939393939,0.6772783333333333,0.7727283333333334,0.5606995207667732,0.5318193939393939,0.545877742348273,0.7810338581918618,1292.3,32,baac8bbbafc81dca118780c4745fbd79f94c4dcb210a39d8418ee31b1e7f5e41
lopo-p04,duration-objective,audio_mono-pickup_mix,0.6501681554167081,0.6094812264436842,0.5982571924646046,0.665275,22.41713373587168,683.0,0.0014641288433382138,0.0,565.6237878787879,386.69242424242424,0.29550530303030303,0.5115927272727273,0.6949656060606061,0.8010630303030303,0.5982571924646046,0.0,-47.540454545454544,0.2924242424242424,0.5060566666666666,0.6863616666666666,0.784854393939394,0.5361096308186196,0.5060566666666666,0.5206498298680557,0.7762594160910244,1292.3,32,baac8bbbafc81dca118780c4745fbd79f94c4dcb210a39d8418ee31b1e7f5e41
lopo-p04,boundary-switch-objective,audio_mono-mic,0.6799218087311946,0.6373298354654591,0.6259888351405256,0.6930572222222222,23.303316182238497,710.0,0.0028169014084507044,4.0,545.0095454545454,377.4840909090909,0.3427695454545454,0.5464618181818182,0.7146110606060606,0.8150122727272727,0.6259888351405256,0.0,-45.166818181818186,0.3439401515151515,0.548485303030303,0.7181842424242424,0.813635303030303,0.5569212307692308,0.548485303030303,0.5526710774406672,0.7879525683368521,1581.15,40,8a1b1717aae6e825edfff5738d604e5fbc194e54552ac05d0fcfaa9ccab5564b
lopo-p04,boundary-switch-objective,audio_mono-pickup_mix,0.6747125461006331,0.6348380609343426,0.6234303345721653,0.6999963888888888,23.729996619378074,723.0,0.006915629322268326,5.0,533.7768181818182,373.8639393939394,0.3353451515151515,0.5643572727272728,0.6889433333333334,0.8211768181818183,0.6234303345721653,0.0,-44.04484848484849,0.336365303030303,0.5651537878787879,0.696975303030303,0.8242413636363636,0.5625918552036199,0.5651537878787879,0.5638699115326073,0.7830112087072565,1581.15,40,8a1b1717aae6e825edfff5738d604e5fbc194e54552ac05d0fcfaa9ccab5564b
lopo-p04,full-objective-unsmoothed,audio_mono-mic,0.6430246703346596,0.5977833792105974,0.5889662233748673,0.6819430555555556,23.007922033449557,701.0,0.0042796005706134095,4.0,574.7243939393938,380.28439393939396,0.31687166666666666,0.5041487878787879,0.6870309090909091,0.8165222727272728,0.5889662233748673,0.0,-126.60590909090908,0.31666,0.5030243939393939,0.6833284848484849,0.8060625757575758,0.5179368174726989,0.5030243939393939,0.5103716983483765,0.7929613781894905,1290.99,32,bdad9c29ffd7eb3d62311912822db0b44881dde18a33d53205d9da9f90968577
